"","experiment","method","missingness","noise","iteration","dir","file_name","median_r2","mean_r2","sd_r2","n_genes","n_methylation","n_cnv","n_edges","n_intra_edges","n_inter_edges","edge_density","clustering","betweenness_t200","time","recall_reference","precision_reference","f1_score_reference","fp_reference","fn_reference","tp_reference","r2mw.p.value_reference","recall_stability","precision_stability","f1_score_stability","fp_stability","fn_stability","tp_stability","r2mw.p.value_stability"
"56","moran","galasso_false_moran","0.1","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_moran_experiment_noise_0_missing_0.1_iteration_2.csv","0.372867057567642","0.399977501454594","0.191722614459942","5443","2075","2530","17274","10478","6796","0.000171110589148201","0.0837498580029535",NA,"745.548656225204","0.244940715662907","0.934708301952378","0.388163118007939","1127","49735","16134","9.3032346619344e-241","0.241883038874918","0.890389150943396","0.380420954516255","1859","47330","15101","8.78961043951646e-119"
"86","moran","galasso_false_moran","0.1","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_moran_experiment_noise_0_missing_0.1_iteration_3.csv","0.389700947340903","0.412653535397341","0.193156096130731","5883","2215","2682","19592","12256","7336","0.000168609305422951","0.0792693288020391",NA,"726.645773172379","0.274210933823195","0.923509561304837","0.422863965725122","1496","47807","18062","1.06166369790577e-165","0.272172478416171","0.883849154746424","0.416184971098266","2233","45439","16992","8.82186616551476e-240"
"117","moran","galasso_false_moran","0.1","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_moran_experiment_noise_0_missing_0.1_iteration_4.csv","0.382441974498037","0.40545537251763","0.190659845763847","5570","2131","2591","18353","11300","7053","0.000173280506555768","0.0889209205228888",NA,"746.287237405777","0.25755666550274","0.929436257053635","0.40334276408074","1288","48904","16965","6.83019125984419e-209","0.255401963768","0.888498829822802","0.396755290692611","2001","46486","15945","1.39815856018099e-172"
"146","moran","galasso_false_moran","0.1","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_moran_experiment_noise_0_missing_0.1_iteration_5.csv","0.381918637645022","0.406378946079419","0.192209133069777","5565","2116","2559","18318","11293","7025","0.000174711122912394","0.0897084230608619",NA,"759.588089466095","0.256645766597337","0.925844788871242","0.401887599847851","1354","48964","16905","1.00611250925347e-199","0.254809309477663","0.887129154583984","0.395903587471847","2024","46523","15908","1.11622707408649e-173"
"36","moran","galasso_false_moran","0.5","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_moran_experiment_noise_0_missing_0.5_iteration_1.csv","0.25220703512508","0.31431805141616","0.190763080362758","1086","214","253","1780","1227","553","0.000738510764001832","0.0399642111541903",NA,"657.670042276382","0.0250800831954334","0.904709748083242","0.0488071497156363","174","64217","1652","1.93839942200309e-184","0.0246031618907274","0.868287167891464","0.0478504672897196","233","60895","1536","1.18365450656975e-43"
"66","moran","galasso_false_moran","0.5","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_moran_experiment_noise_0_missing_0.5_iteration_2.csv","0.258882554220758","0.323410135380466","0.192843477983853","1014","186","238","1527","1047","480","0.000738964172577896","0.0220768601798855",NA,"801.789040088654","0.0211024913085063","0.899676375404531","0.0412377251016109","155","64479","1390","9.79862930993244e-138","0.0201021928208742","0.837783711615487","0.0392623066214081","243","61176","1255","6.12031786751837e-24"
"96","moran","galasso_false_moran","0.5","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_moran_experiment_noise_0_missing_0.5_iteration_3.csv","0.248988640052118","0.30490023927497","0.182885595392178","1072","227","260","1694","1121","573","0.000697428735875421","0.0337609723160027",NA,"694.750249862671","0.0236833715404819","0.925816023738872","0.0461852740030198","125","64309","1560","1.14993488449165e-198","0.0228091813361952","0.866180048661801","0.044447912602419","220","61007","1424","2.26501809329417e-52"
"126","moran","galasso_false_moran","0.5","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_moran_experiment_noise_0_missing_0.5_iteration_4.csv","0.284376711550192","0.321114692963972","0.196515506501629","1165","226","272","1847","1255","592","0.00066825716938275","0.0328782926360315",NA,"669.107843160629","0.0257936206713325","0.906133333333333","0.0501594237128011","176","64170","1699","1.14201933267508e-175","0.0255161698515161","0.868119891008174","0.0495752030622724","242","60838","1593","2.9829808454777e-37"
"155","moran","galasso_false_moran","0.5","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_moran_experiment_noise_0_missing_0.5_iteration_5.csv","0.287327873095011","0.329805519750483","0.201128802895596","1393","260","293","2279","1603","676","0.000602118378745406","0.0329952863876589",NA,"725.028161287308","0.0309857444321304","0.883932438284972","0.0598726862037607","268","63828","2041","3.96541367004079e-187","0.0312184651855649","0.860485651214128","0.0602510201558056","316","60482","1949","4.20434400908512e-31"
"118","mos","galasso_false_mos","0","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0_iteration_1.csv","0.453276518802234","0.461159167874949","0.214516096471562","11499","8578","9853","65869","37757","28112","7.35329767028431e-05","0.127107434287835",NA,NA,"1","1","1","0","0","65869","1","0.887635950088898","0.871361856691353","0.879423620147904","8181","7015","55416","0"
"47","mos","galasso_false_mos","0","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0_iteration_2.csv","0.453276518802234","0.461159167874949","0.214516096471562","11499","8578","9853","65869","37757","28112","7.35329767028431e-05","0.127107434287835",NA,NA,"1","1","1","0","0","65869","1","0.887635950088898","0.871361856691353","0.879423620147904","8181","7015","55416","0"
"77","mos","galasso_false_mos","0","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0_iteration_3.csv","0.453276518802234","0.461159167874949","0.214516096471562","11499","8578","9853","65869","37757","28112","7.35329767028431e-05","0.127107434287835",NA,NA,"1","1","1","0","0","65869","1","0.887635950088898","0.871361856691353","0.879423620147904","8181","7015","55416","0"
"107","mos","galasso_false_mos","0","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0_iteration_4.csv","0.453276518802234","0.461159167874949","0.214516096471562","11499","8578","9853","65869","37757","28112","7.35329767028431e-05","0.127107434287835",NA,NA,"1","1","1","0","0","65869","1","0.887635950088898","0.871361856691353","0.879423620147904","8181","7015","55416","0"
"137","mos","galasso_false_mos","0","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0_iteration_5.csv","0.453276518802234","0.461159167874949","0.214516096471562","11499","8578","9853","65869","37757","28112","7.35329767028431e-05","0.127107434287835",NA,NA,"1","1","1","0","0","65869","1","0.887635950088898","0.871361856691353","0.879423620147904","8181","7015","55416","0"
"28","mos","galasso_false_mos","0.1","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0.1_iteration_1.csv","0.419945720156907","0.435083527570797","0.195887739842739","6140","2532","3080","21463","12940","8523","0.000155418894870932","0.0790687919463087",NA,NA,"0.306365665183926","0.940573292938709","0.462186798589162","1275","45689","20180","3.93790716377291e-48","0.296791657990421","0.884819254094838","0.444489756752867","2412","43902","18529","0"
"57","mos","galasso_false_mos","0.1","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0.1_iteration_2.csv","0.422388780114867","0.43542497936784","0.195741373333046","6150","2516","3072","21520","12981","8539","0.000156203606639658","0.0798090326177864",NA,NA,"0.306912204527168","0.942163396560563","0.463000709983281","1241","45653","20216","3.60985133430889e-47","0.297528471432461","0.885493635886924","0.445400920774986","2402","43856","18575","0"
"87","mos","galasso_false_mos","0.1","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0.1_iteration_3.csv","0.415443999992009","0.431455812266965","0.193937335300476","6056","2496","3042","21141","12715","8426","0.000157288291232235","0.0798057957821271",NA,NA,"0.301628990875829","0.942728351126928","0.45702981229297","1207","46001","19868","4.10686906337422e-62","0.292434848072272","0.886606449106449","0.439805836936752","2335","44174","18257","0"
"119","mos","galasso_false_mos","0.1","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0.1_iteration_4.csv","0.417205400241701","0.432689015195864","0.195691587125788","6138","2528","3057","21417","12862","8555","0.000155854072384607","0.0805135163344119",NA,NA,"0.305834307489107","0.941355140186916","0.461675967411108","1255","45724","20145","9.39776615535727e-58","0.296086879915427","0.884873145045476","0.443705668438929","2405","43946","18485","0"
"147","mos","galasso_false_mos","0.1","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0.1_iteration_5.csv","0.420911382019442","0.434993873033701","0.195077025388503","6126","2533","3064","21325","12866","8459","0.000155184577373196","0.0761616469479926",NA,NA,"0.304088417920418","0.939273153575615","0.459435282244191","1295","45839","20030","6.81117075443426e-48","0.296423251269401","0.888174313687848","0.444497820264931","2330","43925","18506","0"
"37","mos","galasso_false_mos","0.5","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0.5_iteration_1.csv","0.322841410455409","0.360709048111016","0.18302255283015","5510","2053","2492","17963","11171","6792","0.000177687924293846","0.0765505957791403",NA,NA,"0.24773413897281","0.919997744827197","0.390354759227807","1419","49551","16318","0","0.249795774535087","0.892877590747738","0.390377611174387","1871","46836","15595","0.0060712590225903"
"67","mos","galasso_false_mos","0.5","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0.5_iteration_2.csv","0.326895300413765","0.363869884053067","0.182560825120368","5786","2130","2587","19032","11943","7089","0.00017254367729415","0.0761061946902655",NA,NA,"0.263857049598445","0.919090428344791","0.410007195178051","1530","48489","17380","0","0.265909564158831","0.892958958635899","0.409789933598282","1990","45830","16601","0.921751377918746"
"97","mos","galasso_false_mos","0.5","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0.5_iteration_3.csv","0.31386963662564","0.353691213888901","0.182115568899987","5431","1925","2348","16934","10576","6358","0.000179846808837477","0.071573220229973",NA,NA,"0.232765033627351","0.916930805573829","0.371279815958348","1389","50537","15332","0","0.235315788630648","0.89306990881459","0.372485135837527","1759","47740","14691","7.01159855180115e-14"
"127","mos","galasso_false_mos","0.5","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0.5_iteration_4.csv","0.319253893105139","0.358789004323857","0.182614489719069","5652","2110","2553","18212","11288","6924","0.000171183255848753","0.0746818787338896",NA,NA,"0.253548710318966","0.923727876106195","0.397884429832398","1379","49168","16701","0","0.254040460668578","0.893621816542709","0.395614811858467","1888","46571","15860","5.50855601306252e-05"
"156","mos","galasso_false_mos","0.5","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_mos_experiment_noise_0_missing_0.5_iteration_5.csv","0.318119615157341","0.354897219586298","0.180092294891757","5614","2035","2456","17895","11175","6720","0.000175267764482436","0.0737401277897022",NA,NA,"0.248827217659293","0.921355894091854","0.391833417007339","1399","49479","16390","0","0.250084092838494","0.893243320556096","0.39076461018646","1866","46818","15613","1.30378027585265e-10"
"120","so","galasso_false_so","0","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0_iteration_1.csv","0.438939564105828","0.44886891433542","0.209331374541738","8099","0","0","31905","31905","0","0.000486462735429744","0.109606513633323",NA,NA,"1","1","1","0","0","31905","1","0.828251970428301","0.849772762889829","0.838874363774192","4793","5622","27112","0"
"48","so","galasso_false_so","0","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0_iteration_2.csv","0.438939564105828","0.44886891433542","0.209331374541738","8099","0","0","31905","31905","0","0.000486462735429744","0.109606513633323",NA,NA,"1","1","1","0","0","31905","1","0.828251970428301","0.849772762889829","0.838874363774192","4793","5622","27112","0"
"78","so","galasso_false_so","0","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0_iteration_3.csv","0.438939564105828","0.44886891433542","0.209331374541738","8099","0","0","31905","31905","0","0.000486462735429744","0.109606513633323",NA,NA,"1","1","1","0","0","31905","1","0.828251970428301","0.849772762889829","0.838874363774192","4793","5622","27112","0"
"108","so","galasso_false_so","0","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0_iteration_4.csv","0.438939564105828","0.44886891433542","0.209331374541738","8099","0","0","31905","31905","0","0.000486462735429744","0.109606513633323",NA,NA,"1","1","1","0","0","31905","1","0.828251970428301","0.849772762889829","0.838874363774192","4793","5622","27112","0"
"138","so","galasso_false_so","0","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0_iteration_5.csv","0.438939564105828","0.44886891433542","0.209331374541738","8099","0","0","31905","31905","0","0.000486462735429744","0.109606513633323",NA,NA,"1","1","1","0","0","31905","1","0.828251970428301","0.849772762889829","0.838874363774192","4793","5622","27112","0"
"29","so","galasso_false_so","0.1","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0.1_iteration_1.csv","0.376116394919079","0.403162438161249","0.203473966257834","8006","0","0","31158","31158","0","0.000486175031437228","0.106491408092627",NA,NA,"0.840369847986209","0.860517363117017","0.850324278895707","4346","5093","26812","8.21427087422575e-170","0.833781389381072","0.875954810963476","0.854347962186189","3865","5441","27293","2.88489265618681e-300"
"58","so","galasso_false_so","0.1","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0.1_iteration_2.csv","0.371182453932688","0.402113825600983","0.202740112102307","7948","0","0","30730","30730","0","0.000486520885820752","0.106679236500905",NA,NA,"0.835480332236327","0.867425968109339","0.851153508421809","4074","5249","26656","2.11166549780638e-175","0.826480112421336","0.880377481288643","0.852577839405017","3676","5680","27054","9.95045383520608e-289"
"88","so","galasso_false_so","0.1","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0.1_iteration_3.csv","0.372613753322438","0.403037761038899","0.20382552768375","7981","0","0","30922","30922","0","0.00048552027858143","0.11046730934502",NA,NA,"0.835417646136969","0.861975292671884","0.848488707084534","4268","5251","26654","1.86643714097867e-170","0.827640984908658","0.876139965073411","0.851200201080809","3830","5642","27092","2.39501197340501e-294"
"1110","so","galasso_false_so","0.1","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0.1_iteration_4.csv","0.370907409153655","0.401571542433088","0.20209523901974","7969","0","0","31009","31009","0","0.000488353842021367","0.111083543047531",NA,NA,"0.837517630465444","0.861717565867974","0.849445274501701","4288","5184","26721","3.46276135299992e-179","0.83121525019857","0.877454932438969","0.853709426917466","3800","5525","27209","5.30266466223254e-288"
"148","so","galasso_false_so","0.1","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0.1_iteration_5.csv","0.374763429992391","0.402777654182216","0.203701540179146","7970","0","0","30901","30901","0","0.000486530852851537","0.107040738441095",NA,NA,"0.836232565428616","0.863402478884179","0.849600356653823","4221","5225","26680","8.76097056070896e-172","0.827091097940979","0.876152875311479","0.850915376758073","3827","5660","27074","7.98723891382565e-293"
"38","so","galasso_false_so","0.5","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0.5_iteration_1.csv","0.270611876362916","0.331322280892772","0.199015705360563","6339","0","0","17926","17926","0","0.000446180314691777","0.102833525250864",NA,NA,"0.459583137439273","0.817973892669865","0.588509160964058","3263","17242","14663","0","0.471161483472842","0.860370411692514","0.608882747729965","2503","17311","15423","2.66740030330532e-54"
"68","so","galasso_false_so","0.5","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0.5_iteration_2.csv","0.275168738554445","0.331784835399547","0.198483855977825","6317","0","0","17947","17947","0","0.000449820107046508","0.103854062748132",NA,NA,"0.461902523115499","0.82114002340224","0.591230040921127","3210","17168","14737","0","0.474369157450968","0.865214241934585","0.612774017876522","2419","17206","15528","1.55432739083946e-50"
"98","so","galasso_false_so","0.5","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0.5_iteration_3.csv","0.263649195469486","0.324538592170403","0.197516105746447","6363","0","0","18075","18075","0","0.000446501289999661","0.102047105128618",NA,NA,"0.464817426735621","0.820470262793914","0.59343737494998","3245","17075","14830","0","0.477637929981059","0.865006915629322","0.615442146076483","2440","17099","15635","1.01284157022527e-89"
"128","so","galasso_false_so","0.5","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0.5_iteration_4.csv","0.269461865235637","0.327757532404533","0.197141681181483","6417","0","0","18334","18334","0","0.00044530834360258","0.105723992837349",NA,NA,"0.470177088230685","0.818206610668703","0.597185453532116","3333","16904","15001","0","0.481975927170526","0.86053234427839","0.61788203963343","2557","16957","15777","3.06048365504331e-72"
"157","so","galasso_false_so","0.5","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_so_experiment_noise_0_missing_0.5_iteration_5.csv","0.264438392206249","0.325956083828895","0.197839815024487","6346","0","0","18214","18214","0","0.000452349003622716","0.0954036149505193",NA,NA,"0.467168155461526","0.818326561985286","0.59478441309683","3309","17000","14905","0","0.4804790126474","0.863511584495443","0.617413833712805","2486","17006","15728","6.90038843417627e-82"
"129","sor","galasso_false_sor","0","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0_iteration_1.csv","0.438939564105828","0.44886891433542","0.209331374541738","8099","0","0","31905","31905","0","0.000486462735429744","0.109606513633323",NA,NA,"1","1","1","0","0","31905","1","0.828251970428301","0.849772762889829","0.838874363774192","4793","5622","27112","0"
"49","sor","galasso_false_sor","0","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0_iteration_2.csv","0.438939564105828","0.44886891433542","0.209331374541738","8099","0","0","31905","31905","0","0.000486462735429744","0.109606513633323",NA,NA,"1","1","1","0","0","31905","1","0.828251970428301","0.849772762889829","0.838874363774192","4793","5622","27112","0"
"79","sor","galasso_false_sor","0","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0_iteration_3.csv","0.438939564105828","0.44886891433542","0.209331374541738","8099","0","0","31905","31905","0","0.000486462735429744","0.109606513633323",NA,NA,"1","1","1","0","0","31905","1","0.828251970428301","0.849772762889829","0.838874363774192","4793","5622","27112","0"
"109","sor","galasso_false_sor","0","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0_iteration_4.csv","0.438939564105828","0.44886891433542","0.209331374541738","8099","0","0","31905","31905","0","0.000486462735429744","0.109606513633323",NA,NA,"1","1","1","0","0","31905","1","0.828251970428301","0.849772762889829","0.838874363774192","4793","5622","27112","0"
"139","sor","galasso_false_sor","0","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0_iteration_5.csv","0.438939564105828","0.44886891433542","0.209331374541738","8099","0","0","31905","31905","0","0.000486462735429744","0.109606513633323",NA,NA,"1","1","1","0","0","31905","1","0.828251970428301","0.849772762889829","0.838874363774192","4793","5622","27112","0"
"210","sor","galasso_false_sor","0.1","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0.1_iteration_1.csv","0.433787964721947","0.449720246397686","0.21091883856694","8053","0","0","31549","31549","0","0.000486546253524449","0.112243340509624",NA,NA,"0.862466698009716","0.872198801863768","0.867305449617045","4032","4388","27517","0.700472019400786","0.813221726645079","0.843766838885543","0.828212746760419","4929","6114","26620","0"
"59","sor","galasso_false_sor","0.1","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0.1_iteration_2.csv","0.438611084449621","0.450875653367262","0.21150037833801","8065","0","0","31502","31502","0","0.000484376691366772","0.110036256613183",NA,NA,"0.860366713681241","0.871373246143102","0.865835002444525","4052","4455","27450","0.355896018750956","0.813832712164722","0.845660592978224","0.829441434709509","4862","6094","26640","0"
"89","sor","galasso_false_sor","0.1","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0.1_iteration_3.csv","0.437200187925383","0.450833987612248","0.211672475707282","8092","0","0","31646","31646","0","0.000483348915478425","0.11103793310031",NA,NA,"0.860586115028992","0.867629400240157","0.864093405296533","4189","4448","27457","0.367554739488936","0.814168754200525","0.842160146622006","0.827927927927928","4995","6083","26651","0"
"1111","sor","galasso_false_sor","0.1","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0.1_iteration_4.csv","0.43777844183372","0.449277993405631","0.211193468000862","8088","0","0","31581","31581","0","0.0004828333857431","0.111128249546161",NA,NA,"0.864660711487228","0.873531553782337","0.869073496518918","3994","4318","27587","0.942768243974667","0.815054683204008","0.844811753902663","0.829666485267822","4901","6054","26680","0"
"149","sor","galasso_false_sor","0.1","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0.1_iteration_5.csv","0.438411932980741","0.44944835332071","0.210507513456488","8010","0","0","31422","31422","0","0.000489804774871715","0.111922910628213",NA,NA,"0.864692054536906","0.877983578384571","0.871287128712871","3834","4317","27588","0.816594095033156","0.815543471619723","0.849595824581503","0.832221460190785","4726","6038","26696","0"
"39","sor","galasso_false_sor","0.5","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0.5_iteration_1.csv","0.462065669692265","0.47167676582237","0.214543807875773","8052","0","0","30300","30300","0","0.000467400352558698","0.109255737619507",NA,NA,"0.783482212819307","0.824983498349835","0.803697451973314","5303","6908","24997","4.27032074427653e-39","0.754506018207369","0.815115511551155","0.783640574927817","5602","8036","24698","0"
"69","sor","galasso_false_sor","0.5","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0.5_iteration_2.csv","0.428102510477033","0.445418486539237","0.21139297882733","7791","0","0","27949","27949","0","0.000460506337831957","0.10400832751073",NA,NA,"0.750634696755994","0.856882178253247","0.800247268352992","4000","7956","23949","0.0165942865375431","0.723590150913423","0.847472181473398","0.780646968673269","4263","9048","23686","0"
"99","sor","galasso_false_sor","0.5","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0.5_iteration_3.csv","0.451066001023518","0.459223740108273","0.21203919231167","7907","0","0","29415","29415","0","0.000470544069239516","0.111216273861576",NA,NA,"0.768406205923836","0.833452320244773","0.799608610567515","4899","7389","24516","2.96644095905569e-09","0.741614223742897","0.825293217746048","0.781219327744614","5139","8458","24276","0"
"1210","sor","galasso_false_sor","0.5","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0.5_iteration_4.csv","0.43342728461512","0.448454662936871","0.214514806904038","7790","0","0","28095","28095","0","0.000463030794061142","0.10578308869828",NA,NA,"0.751386929948284","0.853283502402563","0.7991","4122","7932","23973","0.434299630424791","0.720840716075029","0.83986474461648","0.77581416758454","4499","9138","23596","0"
"158","sor","galasso_false_sor","0.5","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_false_sor_experiment_noise_0_missing_0.5_iteration_5.csv","0.438512703963736","0.450741850993213","0.21071730353382","7867","0","0","29295","29295","0","0.000473402350693553","0.109700165361455",NA,NA,"0.766212192446325","0.834476873186551","0.798888888888889","4849","7459","24446","0.332270851706843","0.739934013563879","0.826796381635091","0.780957294168857","5074","8513","24221","0"
"130","mor","galasso_true_mor","0","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_true_mor_experiment_noise_0_missing_0_iteration_1.csv","0.441265233772717","0.447286895073975","0.206999463901405","11222","7927","8849","51133","28621","22512","6.52323113931137e-05","0.105091861118003",NA,"726.692312240601","1","1","1","0","0","51133","1","0.753279620701254","0.876619382258095","0.810282740915591","6619","15403","47028","0"
"410","mor","galasso_true_mor","0","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_true_mor_experiment_noise_0_missing_0_iteration_2.csv","0.441265233772717","0.447286895073975","0.206999463901405","11222","7927","8849","51133","28621","22512","6.52323113931137e-05","0.105091861118003",NA,"739.861139774323","1","1","1","0","0","51133","1","0.753279620701254","0.876619382258095","0.810282740915591","6619","15403","47028","0"
"710","mor","galasso_true_mor","0","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_true_mor_experiment_noise_0_missing_0_iteration_3.csv","0.441265233772717","0.447286895073975","0.206999463901405","11222","7927","8849","51133","28621","22512","6.52323113931137e-05","0.105091861118003",NA,"762.927301168442","1","1","1","0","0","51133","1","0.753279620701254","0.876619382258095","0.810282740915591","6619","15403","47028","0"
"1010","mor","galasso_true_mor","0","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_true_mor_experiment_noise_0_missing_0_iteration_4.csv","0.441265233772717","0.447286895073975","0.206999463901405","11222","7927","8849","51133","28621","22512","6.52323113931137e-05","0.105091861118003",NA,"729.649199962616","1","1","1","0","0","51133","1","0.753279620701254","0.876619382258095","0.810282740915591","6619","15403","47028","0"
"1310","mor","galasso_true_mor","0","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_true_mor_experiment_noise_0_missing_0_iteration_5.csv","0.441265233772717","0.447286895073975","0.206999463901405","11222","7927","8849","51133","28621","22512","6.52323113931137e-05","0.105091861118003",NA,"717.902083158493","1","1","1","0","0","51133","1","0.753279620701254","0.876619382258095","0.810282740915591","6619","15403","47028","0"
"211","mor","galasso_true_mor","0.1","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_true_mor_experiment_noise_0_missing_0.1_iteration_1.csv","0.443431829965741","0.45064967636057","0.208388624224376","11234","7928","8832","50749","28333","22416","6.47609314529206e-05","0.102407502526801",NA,"974.024446487427","0.906459624899771","0.916170860429721","0.911289371239825","4241","4783","46350","0.0142046966810495","0.747673431468341","0.874594817410204","0.806169150791869","6693","15753","46678","0"
"510","mor","galasso_true_mor","0.1","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","galasso_true_mor_experiment_noise_0_missing_0.1_iteration_2.csv","0.442402144701204","0.450152042041234","0.208909409520879","11184","7795","8780","50126","28022","22104","6.50535590288735e-05","0.104354453533865",NA,"975.139624118805","0.904015019654626","0.921734795613161","0.912788918179754","3925","4908","46225","0.0513080456275793","0.742115295285996","0.876567968971715","0.8037576115053","6524","16100","46331","0"
